index,#,ID ustanove,Univerzitet,Naziv ustanove,Tip ustanove,ID programa,Naziv programa,Zvanje,Polje,Nivo,Školarina za domaće studente,Školarina za strane studente,Broj ESPB bodova,Broj rešenja akreditacije,Datum rešenja akreditacije,Akreditaciona kvota,Broj budžetskih studenata - prva godina,Broj budžetskih studenata - druga godina,Broj budžetskih studenata - treća godina,Broj budžetskih studenata - četvrta godina,Broj budžetskih studenata - peta godina,Broj budžetskih studenata - šesta godina,Broj samofinansirajući studenata - prva godina,Broj samofinansirajući studenata - druga godina,Broj samofinansirajući studenata - treća godina,Broj samofinansirajući studenata - četvrta godina,Broj samofinansirajući studenata - peta godina,Broj samofinansirajući studenata - šesta godina,Broj stranih studenata - prva godina,Broj stranih studenata - druga godina,Broj stranih studenata - treća godina,Broj stranih studenata - četvrta godina,Broj stranih studenata - peta godina,Broj stranih studenata - šesta godina,Broj svršenih studenata tokom prethodne školske godine,Broj prijavljenih kandidata na upisu u narednu školsku godinu - I rok,Broj prijavljenih kandidata na upisu u narednu školsku godinu - II rok,Broj budžetskih studenata,Broj samofinansirajućih studenata,Broj stranih studenata,Broj studenata,Dužina trajanja programa (u semestrima),Dužina trajanja programa (u god),Broj prijavljenih kandidata,Studenti prva godina,Studenti druga godina,Studenti treća godina,Studenti četvrta godina,Studenti peta godina,Studenti šesta godina,Polje_skraceno,Vlasnistvo,Broj studenata na zavrsnoj godini
400,401.0,68,Универзитет у Новом Саду,Природно-математички факултет,Државни факултет,450,Основне академске студије хемије - контрола квалитета и управљање животном средином,Дипломирани хемичар,Природно-математичке науке,Основне академске,107690.0,2000.0,240,612-00-01154/2012-04,2013-06-28,35.0,16.0,11.0,14.0,29.0,,,5.0,11.0,6.0,37.0,,,1.0,0.0,0.0,0.0,,,26,16.0,0.0,70.0,59.0,1.0,130.0,8,4,16.0,22.0,22.0,20.0,66.0,0.0,0.0,PM,Државни факултет,66.0
401,402.0,68,Универзитет у Новом Саду,Природно-математички факултет,Државни факултет,451,Основне академске студије биохемије,Дипломирани биохемичар,Природно-математичке науке,Основне академске,107690.0,2000.0,240,612-00-01154/2012-04,2013-04-19,35.0,31.0,24.0,20.0,23.0,,,5.0,3.0,14.0,27.0,,,0.0,0.0,0.0,0.0,,,23,45.0,0.0,98.0,49.0,0.0,147.0,8,4,45.0,36.0,27.0,34.0,50.0,0.0,0.0,PM,Државни факултет,50.0
403,404.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,453,Производно машинство (OAS),Дипломирани инжењер машинства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,08.03.2013.,100.0,81.0,37.0,40.0,44.0,,,41.0,19.0,14.0,70.0,,,0.0,0.0,0.0,0.0,,,26,76.0,0.0,202.0,144.0,0.0,346.0,8,4,76.0,122.0,56.0,54.0,114.0,0.0,0.0,TT,Државни факултет,114.0
404,405.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,454,Механизација и конструкционо машинство (OAS),Дипломирани инжењер машинства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-00302/2015-04,06.03.2015.,60.0,39.0,23.0,27.0,42.0,,,17.0,19.0,7.0,59.0,,,0.0,0.0,0.0,0.0,,,17,42.0,0.0,131.0,102.0,0.0,233.0,8,4,42.0,56.0,42.0,34.0,101.0,0.0,0.0,TT,Државни факултет,101.0
405,406.0,68,Универзитет у Новом Саду,Природно-математички факултет,Државни факултет,455,Основне академске студије заштите животне средине - Аналитичар заштите животне средине,Дипломирани аналитичар заштите животне средине,Природно-математичке науке,Основне академске,107690.0,2000.0,240,612-00-01154/2012-04,2013-06-28,40.0,5.0,6.0,26.0,26.0,,,6.0,1.0,2.0,26.0,,,0.0,0.0,0.0,0.0,,,16,7.0,1.0,63.0,35.0,0.0,98.0,8,4,8.0,11.0,7.0,28.0,52.0,0.0,0.0,PM,Државни факултет,52.0
406,407.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,456,Енергетика и процесна техника (OAS),Дипломирани инжењер машинства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-00302/2015-04,06.03.2015.,60.0,39.0,23.0,22.0,30.0,,,12.0,25.0,13.0,67.0,,,0.0,0.0,0.0,1.0,,,27,21.0,0.0,114.0,117.0,1.0,232.0,8,4,21.0,51.0,48.0,35.0,98.0,0.0,0.0,TT,Државни факултет,98.0
407,408.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,457,Техничка механика и дизајн у техници (OAS),Дипломирани инжењер машинства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,19.04.2013.,30.0,0.0,0.0,0.0,11.0,,,2.0,1.0,2.0,16.0,,,0.0,0.0,0.0,0.0,,,1,0.0,0.0,11.0,21.0,0.0,32.0,8,4,0.0,2.0,1.0,2.0,27.0,0.0,0.0,TT,Државни факултет,27.0
408,409.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,458,"Енергетика, електроника и телекомуникације (OAS)",Дипломирани инжењер електротехнике и рачунарства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-00302/2015-04,06.03.2015.,240.0,165.0,132.0,137.0,184.0,,,167.0,84.0,97.0,293.0,,,0.0,0.0,0.0,0.0,,,148,154.0,0.0,618.0,641.0,0.0,1259.0,8,4,154.0,332.0,216.0,234.0,477.0,0.0,0.0,TT,Државни факултет,477.0
409,410.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,459,Рачунарство и аутоматика (OAS),Дипломирани инжењер електротехнике и рачунарства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,24.05.2013.,240.0,192.0,202.0,207.0,268.0,,,86.0,38.0,45.0,214.0,,,0.0,0.0,0.0,0.0,,,126,424.0,0.0,869.0,383.0,0.0,1252.0,8,4,424.0,278.0,240.0,252.0,482.0,0.0,0.0,TT,Државни факултет,482.0
410,411.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,460,Биомедицинско инжењерство (OAS),Дипломирани инжењер електротехнике и рачунарства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,22.03.2013.,60.0,20.0,29.0,48.0,60.0,,,63.0,21.0,8.0,13.0,,,0.0,0.0,0.0,0.0,,,9,64.0,0.0,157.0,105.0,0.0,262.0,8,4,64.0,83.0,50.0,56.0,73.0,0.0,0.0,TT,Државни факултет,73.0
411,412.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,461,Примењено софтверско инжењерство (OAS),Дипломирани инжењер електротехнике и рачунарства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-00303/2015-04,06.03.2015.,160.0,100.0,108.0,100.0,130.0,,,83.0,52.0,47.0,64.0,,,0.0,0.0,0.0,0.0,,,8,145.0,0.0,438.0,246.0,0.0,684.0,8,4,145.0,183.0,160.0,147.0,194.0,0.0,0.0,TT,Државни факултет,194.0
412,413.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,462,Софтверско инжењерство и информационе технологије (OAS),Дипломирани инжењер електротехнике и рачунарства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-00902/2015-06,04.12.2015.,80.0,39.0,68.0,70.0,82.0,,,51.0,13.0,10.0,36.0,,,0.0,0.0,0.0,0.0,,,10,404.0,0.0,259.0,110.0,0.0,369.0,8,4,404.0,90.0,81.0,80.0,118.0,0.0,0.0,TT,Државни факултет,118.0
413,414.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,463,Софтверско инжењерство и информационе технологије – Лозница (OAS),Дипломирани инжењер електротехнике и рачунарства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,19.04.2013.,40.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,11.0,,,0.0,0.0,0.0,0.0,,,2,0.0,0.0,0.0,13.0,0.0,13.0,8,4,0.0,1.0,0.0,1.0,11.0,0.0,0.0,TT,Државни факултет,11.0
414,415.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,464,Грађевинарство (OAS),Дипломирани инжењер грађевинарства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,22.03.2013.,180.0,110.0,36.0,51.0,68.0,,,51.0,43.0,53.0,356.0,,,1.0,1.0,0.0,0.0,,,86,105.0,0.0,265.0,503.0,2.0,770.0,8,4,105.0,162.0,80.0,104.0,424.0,0.0,0.0,TT,Државни факултет,424.0
415,416.0,68,Универзитет у Новом Саду,Природно-математички факултет,Државни факултет,465,Основне академске студије Информатика,Информатичар,Природно-математичке науке,Основне академске,77440.0,2000.0,180,612-00-01154/2012-04,2013-06-07,,30.0,11.0,16.0,,,,17.0,22.0,36.0,,,,,,,,,,6,,,57.0,75.0,0.0,132.0,6,3,0.0,47.0,33.0,52.0,0.0,0.0,0.0,PM,Државни факултет,52.0
416,417.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,466,Управљање ризиком од катастрофалних догађаја и пожара (OAS),Дипломирани инжењер заштите од катастрофалних догађаја и пожара,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,17.05.2013.,40.0,20.0,17.0,25.0,47.0,,,6.0,4.0,1.0,35.0,,,0.0,0.0,0.0,0.0,,,9,7.0,0.0,109.0,46.0,0.0,155.0,8,4,7.0,26.0,21.0,26.0,82.0,0.0,0.0,IMT,Државни факултет,82.0
417,418.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,468,Архитектура (OAS),Дипломирани инжењер архитектуре (техничке науке),Техничко-технолошке науке,Основне академске,100000.0,2000.0,240,612-00-01307/2012-04,22.03.2013.,120.0,48.0,102.0,86.0,140.0,,,83.0,23.0,35.0,180.0,,,0.0,0.0,0.0,1.0,,,111,223.0,0.0,376.0,321.0,1.0,698.0,8,4,223.0,131.0,125.0,121.0,321.0,0.0,0.0,TT,Државни факултет,321.0
418,419.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,470,"Сценска архитектура, техника и дизајн (OAS)","Дипломирани инжењер сценске архитектуре, технике и дизајна","Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,100000.0,2000.0,240,612-00-01307/2012-04,28.06.2013.,24.0,10.0,22.0,16.0,24.0,,,13.0,2.0,1.0,4.0,,,1.0,0.0,0.0,0.0,,,7,21.0,0.0,72.0,20.0,1.0,93.0,8,4,21.0,24.0,24.0,17.0,28.0,0.0,0.0,IMT,Државни факултет,28.0
419,420.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,471,Саобраћај и транспорт (OAS),Дипломирани инжењер саобраћаја,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,24.05.2013.,140.0,71.0,69.0,68.0,105.0,,,83.0,36.0,55.0,219.0,,,0.0,0.0,0.0,0.0,,,69,104.0,0.0,313.0,393.0,0.0,706.0,8,4,104.0,154.0,105.0,123.0,324.0,0.0,0.0,TT,Државни факултет,324.0
420,421.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,472,Поштански саобраћај и телекомуникације (OAS),Дипломирани инжењер саобраћаја,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,24.05.2013.,40.0,19.0,17.0,12.0,28.0,,,8.0,7.0,7.0,56.0,,,0.0,0.0,0.0,0.0,,,29,6.0,0.0,76.0,78.0,0.0,154.0,8,4,6.0,27.0,24.0,19.0,84.0,0.0,0.0,TT,Државни факултет,84.0
421,422.0,68,Универзитет у Новом Саду,Природно-математички факултет,Државни факултет,474,Основне академске студије Дипломирани информатичар,Дипломирани информатичар,Природно-математичке науке,Основне академске,77440.0,2000.0,240,612-00-01154/2012-04,2013-06-07,,50.0,30.0,38.0,65.0,,,11.0,13.0,16.0,77.0,,,,,,,,,22,,,183.0,117.0,0.0,300.0,8,4,0.0,61.0,43.0,54.0,142.0,0.0,0.0,PM,Државни факултет,142.0
422,423.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,475,Индустријско инжењерство (OAS),Дипломирани инжењер индустријског инжењерства,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-00902/2015-06,04.12.2015.,80.0,36.0,47.0,41.0,53.0,,,62.0,21.0,12.0,54.0,,,0.0,0.0,0.0,0.0,,,20,61.0,0.0,177.0,149.0,0.0,326.0,8,4,61.0,98.0,68.0,53.0,107.0,0.0,0.0,TT,Државни факултет,107.0
423,424.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,476,Инжењерски менаџмент (OAS),Дипломирани инжењер менаџмента,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,08.03.2013.,180.0,56.0,114.0,125.0,175.0,,,164.0,38.0,22.0,186.0,,,1.0,0.0,0.0,1.0,,,108,194.0,0.0,470.0,410.0,2.0,882.0,8,4,194.0,221.0,152.0,147.0,362.0,0.0,0.0,TT,Државни факултет,362.0
424,425.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,478,Графичко инжењерство и дизајн (OAS),Дипломирани инжењер графичког инжењерства и дизајна,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,14.06.2013.,90.0,52.0,79.0,75.0,111.0,,,41.0,13.0,20.0,170.0,,,0.0,0.0,0.0,0.0,,,65,211.0,0.0,317.0,244.0,0.0,561.0,8,4,211.0,93.0,92.0,95.0,281.0,0.0,0.0,IMT,Државни факултет,281.0
425,426.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,479,Инжењерство заштите животне средине (OAS),Дипломирани инжењер заштите животне средине,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-02653/2013-04,07.03.2014.,90.0,60.0,23.0,32.0,51.0,,,20.0,21.0,9.0,135.0,,,0.0,0.0,0.0,0.0,,,56,31.0,0.0,166.0,185.0,0.0,351.0,8,4,31.0,80.0,44.0,41.0,186.0,0.0,0.0,TT,Државни факултет,186.0
427,428.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,482,Инжењерство заштите на раду (OAS),Дипломирани инжењер заштите на раду,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,22.03.2013.,40.0,21.0,18.0,19.0,40.0,,,18.0,7.0,3.0,44.0,,,0.0,0.0,0.0,0.0,,,16,21.0,0.0,98.0,72.0,0.0,170.0,8,4,21.0,39.0,25.0,22.0,84.0,0.0,0.0,TT,Државни факултет,84.0
428,429.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,483,Мехатроника (OAS),Дипломирани инжењер мехатронике,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,90000.0,2000.0,240,612-00-00637/2014-04,09.04.2014.,90.0,51.0,59.0,47.0,77.0,,,75.0,32.0,20.0,76.0,,,0.0,0.0,0.0,1.0,,,36,122.0,0.0,234.0,203.0,1.0,438.0,8,4,122.0,126.0,91.0,67.0,154.0,0.0,0.0,IMT,Државни факултет,154.0
429,430.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,484,Геодезија и геоматика (OAS),Дипломирани инжењер геодезије,Техничко-технолошке науке,Основне академске,90000.0,2000.0,240,612-00-00637/2014-04,09.04.2014.,90.0,40.0,38.0,42.0,72.0,,,17.0,31.0,23.0,91.0,,,0.0,0.0,0.0,1.0,,,48,41.0,0.0,192.0,162.0,1.0,355.0,8,4,41.0,57.0,69.0,65.0,164.0,0.0,0.0,TT,Државни факултет,164.0
430,431.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,486,Анимација у инжињерству (OAS),Дипломирани инжењер рачунарске графике,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,12.04.2013.,60.0,30.0,51.0,42.0,76.0,,,36.0,18.0,12.0,76.0,,,0.0,0.0,0.0,0.0,,,12,121.0,0.0,199.0,142.0,0.0,341.0,8,4,121.0,66.0,69.0,54.0,152.0,0.0,0.0,IMT,Државни факултет,152.0
431,432.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,487,Чисте енергетске технологије (OAS),Дипломирани инжењер енергетских технологија,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,90000.0,2000.0,240,612-00-01307/2012-04,10.05.2013.,60.0,14.0,17.0,23.0,32.0,,,12.0,12.0,4.0,17.0,,,1.0,0.0,0.0,0.0,,,0,15.0,0.0,86.0,45.0,1.0,132.0,8,4,15.0,27.0,29.0,27.0,49.0,0.0,0.0,IMT,Државни факултет,49.0
445,446.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,511,Сликарство,Дипломирани ликовни уметник,Уметност,Основне академске,120000.0,2500.0,240,612-00-01734/2016-06,2017-01-27,10.0,5.0,6.0,10.0,9.0,,,5.0,4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,9,10.0,0.0,30.0,9.0,0.0,39.0,8,4,10.0,10.0,10.0,10.0,9.0,0.0,0.0,UM,Државни факултет,9.0
449,450.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,515,Графички дизајн,Дипломирани дизајнер,Уметност,Основне академске,120000.0,2500.0,240,612-00-00582/2014-04,2016-04-22,10.0,5.0,6.0,8.0,10.0,,,5.0,4.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,14,20.0,0.0,29.0,10.0,0.0,39.0,8,4,20.0,10.0,10.0,8.0,11.0,0.0,0.0,UM,Државни факултет,11.0
453,454.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,519,Музичка теорија и педагогија,Дипломирани теоретичар уметности,Друштвено-хуманистичке науке,Основне академске,0.0,0.0,240,612-00-270/2009-04 Документација за поновну акредитацију предата је КАПК,2012-04-20,0.0,0.0,12.0,10.0,23.0,,,0.0,7.0,1.0,0.0,,,0.0,0.0,0.0,0.0,,,1,0.0,0.0,45.0,8.0,0.0,53.0,8,4,0.0,0.0,19.0,11.0,23.0,0.0,0.0,DH,Државни факултет,23.0
455,456.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,521,Клавир,Дипломирани музички уметник,Уметност,Основне академске,0.0,0.0,240,612-00-270/2009-04 Документација за поновну акредитацију предата је КАПК,2011-06-10,0.0,0.0,4.0,5.0,7.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3,0.0,0.0,16.0,0.0,0.0,16.0,8,4,0.0,0.0,4.0,5.0,7.0,0.0,0.0,UM,Државни факултет,7.0
458,459.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,524,Соло певање,Дипломирани музички уметник,Уметност,Основне академске,0.0,0.0,240,612-00-270/2009-04 Документација за поновну акредитацију предата је КАПК,2011-06-10,0.0,0.0,3.0,1.0,3.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4,0.0,0.0,7.0,0.0,0.0,7.0,8,4,0.0,0.0,3.0,1.0,3.0,0.0,0.0,UM,Државни факултет,3.0
459,460.0,68,Универзитет у Новом Саду,Природно-математички факултет,Државни факултет,525,"Интегрисане академске студије двопредметне наставе природних наука, математике и рачунарства",Дипломирани професор информатике и математике,Природно-математичке науке,Интегр. академске,54450.0,2000.0,300,612-00-01154/2012-04,2016-06-27,60.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,5.0,8.0,40.0,,0.0,0.0,0.0,0.0,0.0,,1,0.0,0.0,4.0,53.0,0.0,57.0,10,5,0.0,0.0,0.0,5.0,8.0,44.0,0.0,PM,Државни факултет,44.0
460,461.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,528,Гудачки инструменти,Дипломирани музички уметник,Уметност,Основне академске,0.0,0.0,240,612-00-270/2009-04 Документација за поновну акредитацију предата је КАПК,2011-06-24,0.0,0.0,7.0,8.0,8.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,8,0.0,0.0,23.0,0.0,0.0,23.0,8,4,0.0,0.0,7.0,8.0,8.0,0.0,0.0,UM,Државни факултет,8.0
461,462.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,529,Дувачки инструменти,Дипломирани музички уметник,Уметност,Основне академске,0.0,0.0,240,612-00-270/2009-04 Документација за поновну акредитацију предата је КАПК,2011-06-24,0.0,0.0,4.0,6.0,3.0,,,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4,0.0,0.0,13.0,1.0,0.0,14.0,8,4,0.0,0.0,5.0,6.0,3.0,0.0,0.0,UM,Државни факултет,3.0
462,463.0,6,Универзитет у Београду,Фармацеутски факултет,Државни факултет,530,Фармација,Магистар фармације,Медицинске науке,Интегр. академске,145000.0,2500.0,300,612-00-00729/2013-04,07.06.2013.,247.0,201.0,182.0,169.0,175.0,252.0,,77.0,130.0,151.0,94.0,204.0,,0.0,2.0,3.0,0.0,3.0,,206,393.0,0.0,979.0,656.0,8.0,1643.0,10,5,393.0,278.0,314.0,323.0,269.0,459.0,0.0,MD,Државни факултет,459.0
463,464.0,6,Универзитет у Београду,Фармацеутски факултет,Државни факултет,531,Фармација - медицинска биохемија,Магистар фармације медицински биохемичар,Медицинске науке,Интегр. академске,145000.0,2500.0,300,612-00-00729/2013-04,24.05.2013,72.0,53.0,54.0,47.0,50.0,59.0,,28.0,39.0,43.0,23.0,80.0,,0.0,2.0,1.0,0.0,1.0,,58,356.0,0.0,263.0,213.0,4.0,480.0,10,5,356.0,81.0,95.0,91.0,73.0,140.0,0.0,MD,Државни факултет,140.0
464,465.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,532,Гитара,Дипломирани музички уметник,Уметност,Основне академске,0.0,0.0,240,612-00-270/2009-04 Документација за поновну акредитацију предата је КАПК,2011-06-24,0.0,0.0,2.0,4.0,2.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1,0.0,0.0,8.0,0.0,0.0,8.0,8,4,0.0,0.0,2.0,4.0,2.0,0.0,0.0,UM,Државни факултет,2.0
465,466.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,533,Хармоника,Дипломирани музички уметник,Уметност,Основне академске,0.0,0.0,240,612-00-270/2009-04 Документација за поновну акредитацију предата је КАПК,2011-06-10,0.0,0.0,2.0,4.0,3.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1,0.0,0.0,9.0,0.0,0.0,9.0,8,4,0.0,0.0,2.0,4.0,3.0,0.0,0.0,UM,Државни факултет,3.0
470,471.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,2330,Извођачке уметности,Дипломирани музички уметник,Уметност,Основне академске,120000.0,2500.0,240,612-00-01733/2016-06,2017-06-30,26.0,17.0,,,,,,9.0,,,,,,0.0,,,,,,0,34.0,1.0,17.0,9.0,0.0,26.0,8,4,35.0,26.0,0.0,0.0,0.0,0.0,0.0,UM,Државни факултет,0.0
472,473.0,58,Универзитет у Нишу,Факултет уметности,Државни факултет,2329,Музичка теорија,Дипломирани теоретичар уметности,Друштвено-хуманистичке науке,Основне академске,120000.0,2500.0,240,612-00-01734/2016-06,2017-10-27,20.0,11.0,,,,,,0.0,,,,,,0.0,,,,,,0,12.0,0.0,11.0,0.0,0.0,11.0,8,4,12.0,11.0,0.0,0.0,0.0,0.0,0.0,DH,Државни факултет,0.0
473,474.0,62,Универзитет у Новом Саду,Факултет техничких наука,Државни факултет,610,Инжењерство информационих система (OAS),Дипломирани инжењер информационих технологија,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,90000.0,2000.0,240,612-00-00902/2015-06,04.12.2015.,80.0,30.0,71.0,61.0,67.0,,,52.0,3.0,15.0,7.0,,,0.0,0.0,0.0,0.0,,,0,95.0,0.0,229.0,77.0,0.0,306.0,8,4,95.0,82.0,74.0,76.0,74.0,0.0,0.0,IMT,Државни факултет,74.0
486,487.0,16,Универзитет у Београду,Пољопривредни факултет,Државни факултет,557,Прехрамбена технологија,Дипломирани инжењер технологије,Техничко-технолошке науке,Основне академске,90000.0,2200.0,240,612-00-00641/2013-04,17.05.2013.,300.0,182.0,90.0,117.0,222.0,,,73.0,78.0,65.0,243.0,,,0.0,0.0,0.0,0.0,,,122,208.0,0.0,611.0,459.0,0.0,1070.0,8,4,208.0,255.0,168.0,182.0,465.0,0.0,0.0,TT,Државни факултет,465.0
487,488.0,16,Универзитет у Београду,Пољопривредни факултет,Државни факултет,559,Агроекономија,Дипломирани менаџер,Друштвено-хуманистичке науке,Основне академске,90000.0,2200.0,240,612-00-00641/2013-04,10.05.2013.,120.0,85.0,69.0,72.0,137.0,,,20.0,23.0,27.0,258.0,,,0.0,0.0,0.0,0.0,,,50,86.0,0.0,363.0,328.0,0.0,691.0,8,4,86.0,105.0,92.0,99.0,395.0,0.0,0.0,DH,Државни факултет,395.0
488,489.0,45,Универзитет у Крагујевцу,"Факултет за хотелијерство и туризам, Врњачка Бања",Државни факултет,2328,гастрономски менаџмент,Дипломирани менаџер,Друштвено-хуманистичке науке,Основне академске,90000.0,1460.0,240,612-00-00915/2017-06,2017-12-08,50.0,20.0,,,,,,,,,,,,,,,,,,0,34.0,9.0,20.0,0.0,0.0,20.0,8,4,43.0,20.0,0.0,0.0,0.0,0.0,0.0,DH,Државни факултет,0.0
489,490.0,16,Универзитет у Београду,Пољопривредни факултет,Државни факултет,567,Биљна производња,Дипломирани инжењер пољопривреде,Техничко-технолошке науке,Основне академске,90000.0,2200.0,240,612-00-00641/2013-04,24.05.2013.,340.0,242.0,135.0,162.0,279.0,,,75.0,66.0,61.0,545.0,,,0.0,0.0,0.0,0.0,,,85,197.0,0.0,818.0,747.0,0.0,1565.0,8,4,197.0,317.0,201.0,223.0,824.0,0.0,0.0,TT,Државни факултет,824.0
490,491.0,16,Универзитет у Београду,Пољопривредни факултет,Државни факултет,569,Зоотехника,Дипломирани инжењер пољопривреде,Техничко-технолошке науке,Основне академске,90000.0,2200.0,240,612-00-00641/2013-04,10.05.2013.,100.0,38.0,41.0,27.0,77.0,,,3.0,23.0,13.0,112.0,,,0.0,0.0,0.0,0.0,0.0,,12,33.0,0.0,183.0,151.0,0.0,334.0,8,4,33.0,41.0,64.0,40.0,189.0,0.0,0.0,TT,Државни факултет,189.0
491,492.0,16,Универзитет у Београду,Пољопривредни факултет,Државни факултет,572,Мелиорације земљишта,Дипломирани инжењер пољопривреде,Техничко-технолошке науке,Основне академске,90000.0,2200.0,240,612-00-00641/2013-04,10.05.2013.,55.0,10.0,17.0,13.0,27.0,,,7.0,4.0,4.0,58.0,,,0.0,0.0,0.0,0.0,,,7,7.0,0.0,67.0,73.0,0.0,140.0,8,4,7.0,17.0,21.0,17.0,85.0,0.0,0.0,TT,Државни факултет,85.0
492,493.0,16,Универзитет у Београду,Пољопривредни факултет,Државни факултет,574,Пољопривредна техника,Дипломирани инжењер пољопривреде,Техничко-технолошке науке,Основне академске,90000.0,2200.0,240,612-00-00641/2013-04,10.05.2013.,55.0,23.0,6.0,11.0,27.0,,,4.0,2.0,6.0,31.0,,,0.0,0.0,0.0,1.0,,,8,4.0,0.0,67.0,43.0,1.0,111.0,8,4,4.0,27.0,8.0,17.0,59.0,0.0,0.0,TT,Државни факултет,59.0
